Restaurant_ID,Location,Cuisine,Cost_for_Two,Rating,Votes,Review_Keywords
REST-1421,Whitefield,South Indian,422,4.1,2791,"Crowded, Slow Delivery"
REST-1422,Whitefield,North Indian,792,3.7,122,Slow Delivery
REST-1423,Electronic City,Biryani,450,4.1,53,Average Experience
REST-1424,HSR Layout,Chinese,501,2.8,51,Bad Service
REST-1425,Jayanagar,Chinese,515,3.8,219,Average Experience
REST-1426,HSR Layout,Chinese,332,3.9,7,Searching for Healthy
REST-1427,Koramangala,South Indian,1314,4.4,1587,Crowded
REST-1428,Indiranagar,Healthy/Salad,743,3.3,33,Bad Service
REST-1429,Electronic City,Biryani,200,3.3,123,Bad Service
REST-1430,Koramangala,Chinese,705,3.4,8,Bad Service
REST-1431,Koramangala,Chinese,594,3.4,289,Bad Service
REST-1432,Indiranagar,South Indian,890,3.0,70,Bad Service
REST-1433,Jayanagar,South Indian,559,3.3,43,Bad Service
REST-1434,Koramangala,South Indian,542,3.7,56,Average Experience
REST-1435,Koramangala,Chinese,1051,3.4,48,Bad Service
REST-1436,Koramangala,South Indian,1055,4.3,312,Average Experience
REST-1437,HSR Layout,North Indian,310,3.6,34,Oily
REST-1438,Whitefield,North Indian,671,3.2,19,"Bad Service, Slow Delivery"
REST-1439,Jayanagar,Continental,200,4.3,678,Crowded
REST-1440,Koramangala,Chinese,714,3.4,82,Bad Service
REST-1441,Indiranagar,North Indian,636,4.0,100,Average Experience
REST-1442,Koramangala,Biryani,739,3.6,51,Average Experience
REST-1443,Electronic City,Chinese,669,4.3,1163,Crowded
REST-1444,Whitefield,Biryani,200,3.1,127,"Bad Service, Slow Delivery"
REST-1445,Koramangala,Continental,835,3.2,161,Bad Service
REST-1446,Electronic City,Healthy/Salad,384,3.7,72,Average Experience
REST-1447,Koramangala,Chinese,592,3.4,8,Bad Service
REST-1448,Indiranagar,Chinese,590,3.4,30,Bad Service
REST-1449,Jayanagar,Biryani,478,4.1,69,Average Experience
REST-1450,Jayanagar,South Indian,736,3.6,11,Average Experience
REST-1451,Koramangala,North Indian,726,4.2,1759,Crowded
REST-1452,Indiranagar,Continental,1003,3.8,23,Average Experience
REST-1453,Koramangala,Biryani,660,4.3,512,Crowded
REST-1454,Jayanagar,Healthy/Salad,549,3.6,17,Average Experience
REST-1455,Electronic City,Chinese,564,4.0,49,Average Experience
REST-1456,HSR Layout,North Indian,200,4.0,128,Oily
REST-1457,HSR Layout,South Indian,342,4.3,1519,Crowded
REST-1458,Electronic City,North Indian,484,2.6,103,Bad Service
REST-1459,Whitefield,Healthy/Salad,672,3.8,24,Slow Delivery
REST-1460,Koramangala,Continental,435,3.7,37,Average Experience
REST-1461,Indiranagar,South Indian,797,3.5,11,Average Experience
REST-1462,Koramangala,Chinese,818,2.8,227,Bad Service
REST-1463,HSR Layout,North Indian,677,3.7,24,Oily
REST-1464,Whitefield,North Indian,658,2.6,263,"Bad Service, Slow Delivery"
REST-1465,HSR Layout,Chinese,409,3.7,0,Average Experience
REST-1466,Indiranagar,South Indian,880,3.5,32,Average Experience
REST-1467,Jayanagar,Chinese,341,4.3,12,Average Experience
REST-1468,Whitefield,North Indian,371,3.6,128,Slow Delivery
REST-1469,Indiranagar,Healthy/Salad,873,3.0,119,Bad Service
REST-1470,Electronic City,Continental,691,4.2,1315,Crowded
REST-1471,Indiranagar,South Indian,711,4.2,1564,Crowded
REST-1472,Indiranagar,Continental,705,3.7,17,Average Experience
REST-1473,Koramangala,Biryani,1062,4.5,1291,Crowded
REST-1474,HSR Layout,South Indian,495,4.0,13,Searching for Healthy
REST-1475,HSR Layout,South Indian,1020,3.7,150,Searching for Healthy
REST-1476,Koramangala,North Indian,381,3.9,17,Average Experience
REST-1477,Electronic City,Continental,450,4.7,1572,Crowded
REST-1478,Indiranagar,Continental,701,3.4,340,Bad Service
REST-1479,HSR Layout,North Indian,576,3.9,176,Oily
REST-1480,HSR Layout,Biryani,529,3.9,118,Average Experience
REST-1481,Whitefield,Chinese,200,3.5,222,Slow Delivery
REST-1482,Whitefield,South Indian,534,3.1,69,"Bad Service, Slow Delivery"
REST-1483,HSR Layout,Continental,330,4.0,90,Average Experience
REST-1484,Whitefield,Healthy/Salad,579,3.2,14,"Bad Service, Slow Delivery"
REST-1485,Indiranagar,Healthy/Salad,925,4.7,854,Crowded
REST-1486,Koramangala,Chinese,568,2.8,198,Bad Service
REST-1487,Whitefield,Chinese,518,3.8,264,Slow Delivery
REST-1488,Koramangala,Healthy/Salad,450,3.2,76,Bad Service
REST-1489,Indiranagar,South Indian,984,2.5,71,Bad Service
REST-1490,Koramangala,Chinese,1013,4.1,2058,Crowded
REST-1491,Indiranagar,North Indian,814,3.6,72,Average Experience
REST-1492,Whitefield,South Indian,308,2.6,39,"Bad Service, Slow Delivery"
REST-1493,Koramangala,Biryani,791,3.6,25,Average Experience
REST-1494,Indiranagar,Biryani,786,3.9,104,Average Experience
REST-1495,Whitefield,Healthy/Salad,243,3.6,36,Slow Delivery
REST-1496,HSR Layout,North Indian,547,3.8,101,Oily
REST-1497,Koramangala,Continental,1077,3.6,135,Average Experience
REST-1498,HSR Layout,South Indian,250,4.8,961,"Crowded, Searching for Healthy"
REST-1499,Koramangala,North Indian,600,4.6,868,Crowded
REST-1500,HSR Layout,South Indian,353,4.7,701,Crowded
REST-1501,Whitefield,North Indian,550,3.7,199,Slow Delivery
REST-1502,Whitefield,Continental,424,4.0,108,Slow Delivery
REST-1503,Indiranagar,Biryani,1050,3.9,15,Average Experience
REST-1504,Koramangala,South Indian,802,3.6,6,Average Experience
REST-1505,Electronic City,South Indian,200,3.4,38,Bad Service
REST-1506,Koramangala,Continental,797,3.3,5,Bad Service
REST-1507,Koramangala,Chinese,726,4.6,927,Crowded
REST-1508,HSR Layout,Chinese,272,4.9,830,Crowded
REST-1509,Indiranagar,South Indian,722,4.5,2236,Crowded
REST-1510,Electronic City,South Indian,512,3.7,122,Average Experience
REST-1511,Koramangala,Healthy/Salad,676,4.1,112,Average Experience
REST-1512,Indiranagar,Continental,499,3.6,204,Average Experience
REST-1513,Electronic City,Chinese,347,4.7,134,Average Experience
REST-1514,Koramangala,Biryani,1116,4.3,711,Crowded
REST-1515,Koramangala,Continental,799,3.4,2,Bad Service
REST-1516,Koramangala,North Indian,961,3.6,6,Average Experience
REST-1517,Jayanagar,North Indian,761,3.0,0,Bad Service
REST-1518,Whitefield,Healthy/Salad,960,3.9,38,Slow Delivery
REST-1519,Koramangala,Healthy/Salad,489,4.8,829,Crowded
REST-1520,Whitefield,Chinese,320,2.7,365,"Bad Service, Slow Delivery"
REST-1521,Koramangala,North Indian,1203,2.9,188,Bad Service
REST-1522,HSR Layout,South Indian,560,3.3,320,Bad Service
REST-1523,Electronic City,Chinese,532,3.4,92,Bad Service
REST-1524,HSR Layout,Healthy/Salad,311,3.5,379,Average Experience
REST-1525,Jayanagar,Chinese,366,3.8,105,Average Experience
REST-1526,Indiranagar,Biryani,952,4.1,6960,Crowded
REST-1527,Electronic City,Chinese,289,3.5,154,Average Experience
REST-1528,Electronic City,Biryani,494,4.2,237,Average Experience
REST-1529,HSR Layout,Healthy/Salad,512,3.3,72,Bad Service
REST-1530,Koramangala,Chinese,702,4.1,1506,Crowded
REST-1531,Indiranagar,Healthy/Salad,577,3.9,236,Average Experience
REST-1532,HSR Layout,North Indian,346,3.9,6,Oily
REST-1533,Indiranagar,Healthy/Salad,858,4.7,263,Average Experience
REST-1534,Indiranagar,Continental,663,4.4,358,Average Experience
REST-1535,Electronic City,Biryani,360,4.3,234,Average Experience
REST-1536,Whitefield,South Indian,432,3.2,26,"Bad Service, Slow Delivery"
REST-1537,Indiranagar,Continental,450,3.7,127,Average Experience
REST-1538,Koramangala,Biryani,647,3.6,12,Average Experience
REST-1539,Whitefield,Chinese,369,3.8,175,Slow Delivery
REST-1540,Koramangala,Continental,637,4.1,1678,Crowded
REST-1541,Whitefield,Chinese,353,3.6,16,Slow Delivery
REST-1542,Electronic City,Healthy/Salad,322,4.2,418,Average Experience
REST-1543,Koramangala,North Indian,765,2.8,29,Bad Service
REST-1544,Jayanagar,South Indian,292,3.4,36,Bad Service
REST-1545,Whitefield,Biryani,375,4.8,357,Slow Delivery
REST-1546,HSR Layout,North Indian,298,4.0,203,Oily
REST-1547,Electronic City,North Indian,476,3.9,177,Average Experience
REST-1548,Whitefield,North Indian,200,3.5,11,Slow Delivery
REST-1549,Electronic City,Chinese,202,3.4,12,Bad Service
REST-1550,HSR Layout,North Indian,484,3.6,162,Oily
REST-1551,Whitefield,Biryani,211,2.8,85,"Bad Service, Slow Delivery"
REST-1552,Indiranagar,Biryani,561,4.4,2752,Crowded
REST-1553,Whitefield,Continental,542,3.2,10,"Bad Service, Slow Delivery"
REST-1554,Koramangala,Healthy/Salad,853,3.5,26,Average Experience
REST-1555,Koramangala,Chinese,954,4.1,555,Crowded
REST-1556,Indiranagar,North Indian,957,3.5,52,Average Experience
REST-1557,Whitefield,Biryani,498,3.3,4,"Bad Service, Slow Delivery"
REST-1558,Indiranagar,Chinese,668,3.4,2,Bad Service
REST-1559,Jayanagar,Chinese,200,3.2,130,Bad Service
REST-1560,Koramangala,South Indian,707,4.3,1369,Crowded
REST-1561,Whitefield,Chinese,407,3.8,66,Slow Delivery
REST-1562,Koramangala,Healthy/Salad,810,4.2,2452,Crowded
REST-1563,Whitefield,Chinese,393,3.5,106,Slow Delivery
REST-1564,HSR Layout,Biryani,252,3.3,111,Bad Service
REST-1565,Koramangala,North Indian,965,4.2,1468,Crowded
REST-1566,Jayanagar,South Indian,462,4.0,73,Average Experience
REST-1567,Electronic City,South Indian,571,4.7,150,Average Experience
REST-1568,Electronic City,North Indian,200,4.1,354,Average Experience
REST-1569,Koramangala,Chinese,453,3.8,81,Average Experience
REST-1570,Koramangala,Biryani,934,3.3,14,Bad Service
REST-1571,Jayanagar,Chinese,442,4.9,640,Crowded
REST-1572,Jayanagar,Chinese,348,3.8,168,Average Experience
REST-1573,Koramangala,Biryani,639,3.1,387,Bad Service
REST-1574,Indiranagar,North Indian,919,4.5,303,Average Experience
REST-1575,Koramangala,Healthy/Salad,979,4.2,4049,Crowded
REST-1576,Whitefield,Healthy/Salad,243,3.1,160,"Bad Service, Slow Delivery"
REST-1577,Indiranagar,Healthy/Salad,1075,3.6,106,Average Experience
REST-1578,Whitefield,Chinese,476,4.1,60,Slow Delivery
REST-1579,Koramangala,Biryani,1060,3.1,32,Bad Service
REST-1580,Electronic City,Continental,418,3.3,71,Bad Service
REST-1581,Jayanagar,Biryani,200,3.3,121,Bad Service
REST-1582,Koramangala,North Indian,956,4.1,546,Crowded
REST-1583,Koramangala,Biryani,994,3.9,43,Average Experience
REST-1584,Koramangala,Healthy/Salad,815,4.7,1511,Crowded
REST-1585,Indiranagar,Chinese,709,3.5,24,Average Experience
REST-1586,Whitefield,Healthy/Salad,584,4.1,4245,"Crowded, Slow Delivery"
REST-1587,Koramangala,Healthy/Salad,1032,4.0,182,Average Experience
REST-1588,Electronic City,North Indian,441,3.6,168,Average Experience
REST-1589,Indiranagar,Healthy/Salad,1102,3.7,27,Average Experience
REST-1590,Koramangala,Biryani,796,4.1,304,Average Experience
REST-1591,Koramangala,Chinese,813,4.0,308,Average Experience
REST-1592,Koramangala,Biryani,804,3.8,26,Average Experience
REST-1593,Koramangala,Continental,592,4.2,1469,Crowded
REST-1594,Whitefield,South Indian,362,3.3,15,"Bad Service, Slow Delivery"
REST-1595,Whitefield,North Indian,200,4.1,1703,"Crowded, Slow Delivery"
REST-1596,HSR Layout,North Indian,216,3.7,20,Oily
REST-1597,Koramangala,Continental,674,3.9,38,Average Experience
REST-1598,Electronic City,Biryani,372,3.5,12,Average Experience
REST-1599,Whitefield,Healthy/Salad,232,4.2,212,Slow Delivery
REST-1600,Whitefield,Continental,215,3.9,109,Slow Delivery
REST-1601,Indiranagar,South Indian,1146,4.0,152,Average Experience
REST-1602,Indiranagar,Continental,902,3.6,40,Average Experience
REST-1603,Koramangala,Healthy/Salad,419,3.3,13,Bad Service
REST-1604,Whitefield,Healthy/Salad,348,4.1,637,"Crowded, Slow Delivery"
REST-1605,Jayanagar,South Indian,200,3.5,48,Average Experience
REST-1606,Koramangala,North Indian,1040,3.7,54,Average Experience
REST-1607,Koramangala,Biryani,648,4.1,2216,Crowded
REST-1608,Koramangala,Biryani,1153,4.1,3409,Crowded
REST-1609,Indiranagar,Continental,550,3.4,87,Bad Service
REST-1610,Indiranagar,Continental,752,4.9,1348,Crowded
REST-1611,Electronic City,North Indian,571,4.2,422,Average Experience
REST-1612,Koramangala,Biryani,621,4.3,3313,Crowded
REST-1613,Electronic City,Continental,307,4.3,3260,Crowded
REST-1614,Koramangala,Biryani,742,4.5,542,Crowded
REST-1615,HSR Layout,Chinese,200,3.2,50,Bad Service
REST-1616,Whitefield,Continental,207,3.9,5,Slow Delivery
REST-1617,Electronic City,South Indian,398,4.5,2642,Crowded
REST-1618,Koramangala,Healthy/Salad,908,3.8,14,Average Experience
REST-1619,Koramangala,Biryani,1060,4.0,211,Average Experience
REST-1620,Indiranagar,Continental,384,4.2,498,Average Experience
REST-1621,HSR Layout,North Indian,417,3.1,111,"Bad Service, Oily, Searching for Healthy"
REST-1622,Indiranagar,Chinese,744,4.2,755,Crowded
REST-1623,Koramangala,Healthy/Salad,714,3.4,8,Bad Service
REST-1624,Jayanagar,South Indian,539,3.7,80,Average Experience
REST-1625,Koramangala,Healthy/Salad,1055,4.7,2600,Crowded
REST-1626,Koramangala,South Indian,1078,4.2,271,Average Experience
REST-1627,HSR Layout,Continental,827,3.7,130,Average Experience
REST-1628,HSR Layout,North Indian,327,3.6,53,Oily
REST-1629,Koramangala,Healthy/Salad,795,3.3,13,Bad Service
REST-1630,Jayanagar,Continental,241,3.6,38,Average Experience
REST-1631,Koramangala,Continental,751,4.0,75,Average Experience
REST-1632,HSR Layout,Chinese,323,4.2,508,"Crowded, Searching for Healthy"
REST-1633,Koramangala,South Indian,1005,4.0,222,Average Experience
REST-1634,Jayanagar,Continental,200,3.3,29,Bad Service
REST-1635,Whitefield,Continental,985,4.0,16,Slow Delivery
REST-1636,Indiranagar,Chinese,705,4.1,187,Average Experience
REST-1637,Electronic City,Healthy/Salad,362,3.0,1,Bad Service
REST-1638,HSR Layout,Continental,697,4.2,179,Searching for Healthy
REST-1639,HSR Layout,North Indian,408,4.7,372,Oily
REST-1640,Koramangala,Biryani,1115,3.4,89,Bad Service
REST-1641,Indiranagar,Biryani,1006,4.1,294,Average Experience
REST-1642,Indiranagar,South Indian,1040,3.8,158,Average Experience
REST-1643,Koramangala,Continental,1014,3.8,116,Average Experience
REST-1644,Indiranagar,North Indian,597,3.1,6,Bad Service
REST-1645,Whitefield,South Indian,302,4.2,198,Slow Delivery
REST-1646,Whitefield,Chinese,234,3.4,47,"Bad Service, Slow Delivery"
REST-1647,Koramangala,Biryani,740,3.8,83,Average Experience
REST-1648,Koramangala,North Indian,841,4.1,680,Crowded
REST-1649,Koramangala,Chinese,685,4.1,946,Crowded
REST-1650,Jayanagar,Continental,723,4.7,1057,Crowded
REST-1651,Electronic City,Biryani,200,3.1,27,Bad Service
REST-1652,Koramangala,Healthy/Salad,900,3.6,193,Average Experience
REST-1653,Electronic City,Biryani,698,3.4,78,Bad Service
REST-1654,Electronic City,Healthy/Salad,490,3.7,97,Average Experience
REST-1655,Koramangala,Biryani,804,4.3,2226,Crowded
REST-1656,HSR Layout,North Indian,344,3.2,74,"Bad Service, Oily"
REST-1657,Electronic City,Biryani,462,4.6,1116,Crowded
REST-1658,Indiranagar,North Indian,674,3.8,37,Average Experience
REST-1659,Koramangala,North Indian,1314,3.4,48,Bad Service
REST-1660,HSR Layout,Biryani,200,3.0,368,Bad Service
REST-1661,Koramangala,North Indian,1096,4.9,4360,Crowded
REST-1662,Jayanagar,North Indian,261,4.0,46,Average Experience
REST-1663,HSR Layout,North Indian,680,4.5,138,"Oily, Searching for Healthy"
REST-1664,HSR Layout,South Indian,350,3.9,127,Searching for Healthy
REST-1665,Jayanagar,South Indian,200,3.4,48,Bad Service
REST-1666,Koramangala,Chinese,377,4.4,308,Average Experience
REST-1667,Koramangala,North Indian,810,4.6,2520,Crowded
REST-1668,Whitefield,Continental,227,3.4,56,"Bad Service, Slow Delivery"
REST-1669,Koramangala,Continental,991,4.5,625,Crowded
REST-1670,Jayanagar,Chinese,200,3.3,124,Bad Service
REST-1671,HSR Layout,North Indian,200,4.5,3878,"Crowded, Oily, Searching for Healthy"
REST-1672,Whitefield,North Indian,377,3.6,71,Slow Delivery
REST-1673,Indiranagar,Biryani,797,3.9,348,Average Experience
REST-1674,Electronic City,South Indian,440,3.9,130,Average Experience
REST-1675,Whitefield,Continental,521,3.9,5,Slow Delivery
REST-1676,Whitefield,South Indian,396,3.3,83,"Bad Service, Slow Delivery"
REST-1677,Indiranagar,Biryani,555,3.5,152,Average Experience
REST-1678,Whitefield,North Indian,656,3.7,29,Slow Delivery
REST-1679,Koramangala,Healthy/Salad,817,4.0,58,Average Experience
REST-1680,Koramangala,North Indian,860,4.1,338,Average Experience
REST-1681,Koramangala,North Indian,835,2.9,25,Bad Service
REST-1682,Jayanagar,Biryani,341,4.5,283,Average Experience
REST-1683,Koramangala,Biryani,945,4.5,634,Crowded
REST-1684,Whitefield,South Indian,507,4.0,101,Slow Delivery
REST-1685,Indiranagar,Healthy/Salad,1042,3.2,202,Bad Service
REST-1686,Whitefield,Chinese,355,4.3,155,Slow Delivery
REST-1687,Indiranagar,Biryani,395,3.4,23,Bad Service
REST-1688,Indiranagar,North Indian,235,4.0,59,Average Experience
REST-1689,HSR Layout,North Indian,311,4.0,90,Oily
REST-1690,Indiranagar,North Indian,469,3.6,2,Average Experience
REST-1691,Koramangala,Biryani,650,3.6,47,Average Experience
REST-1692,Indiranagar,North Indian,1195,3.6,48,Average Experience
REST-1693,Whitefield,Biryani,286,3.9,22,Slow Delivery
REST-1694,HSR Layout,North Indian,200,3.6,1,Oily
REST-1695,Koramangala,South Indian,647,3.4,172,Bad Service
REST-1696,Koramangala,Biryani,960,3.8,115,Average Experience
REST-1697,HSR Layout,South Indian,661,3.0,54,Bad Service
REST-1698,Indiranagar,North Indian,855,3.9,49,Average Experience
REST-1699,Whitefield,South Indian,503,4.0,0,Slow Delivery
REST-1700,Koramangala,South Indian,1056,3.5,25,Average Experience
REST-1701,Whitefield,South Indian,200,2.8,51,"Bad Service, Slow Delivery"
REST-1702,Koramangala,Healthy/Salad,965,3.8,37,Average Experience
REST-1703,Jayanagar,South Indian,768,3.7,13,Average Experience
REST-1704,Koramangala,North Indian,1008,3.2,683,"Crowded, Bad Service"
REST-1705,Jayanagar,North Indian,416,2.1,70,Bad Service
REST-1706,Jayanagar,South Indian,200,3.2,9,Bad Service
REST-1707,Whitefield,North Indian,438,3.7,9,Slow Delivery
REST-1708,Koramangala,Healthy/Salad,985,3.6,24,Average Experience
REST-1709,HSR Layout,South Indian,423,4.1,2699,Crowded
REST-1710,Koramangala,Healthy/Salad,1059,4.2,345,Average Experience
REST-1711,Whitefield,Chinese,200,3.4,44,"Bad Service, Slow Delivery"
REST-1712,Electronic City,South Indian,513,4.5,1345,Crowded
REST-1713,Indiranagar,North Indian,427,4.0,114,Average Experience
REST-1714,Koramangala,Healthy/Salad,698,4.0,17,Average Experience
REST-1715,Koramangala,Chinese,1006,4.2,720,Crowded
REST-1716,Jayanagar,Chinese,200,3.3,87,Bad Service
REST-1717,Whitefield,Continental,200,3.2,16,"Bad Service, Slow Delivery"
REST-1718,HSR Layout,North Indian,734,4.4,53,Oily
REST-1719,Whitefield,Chinese,931,3.2,10,"Bad Service, Slow Delivery"
REST-1720,HSR Layout,South Indian,249,4.0,57,Average Experience
REST-1721,HSR Layout,North Indian,415,3.4,284,"Bad Service, Oily"
REST-1722,Indiranagar,North Indian,689,4.6,344,Average Experience
REST-1723,Indiranagar,Continental,733,3.8,55,Average Experience
REST-1724,Indiranagar,Biryani,900,2.6,5,Bad Service
REST-1725,Koramangala,Chinese,740,4.3,1354,Crowded
REST-1726,HSR Layout,Chinese,347,4.1,261,Average Experience
REST-1727,HSR Layout,Chinese,526,4.3,226,Average Experience
REST-1728,Indiranagar,Continental,626,4.5,146,Average Experience
REST-1729,Whitefield,North Indian,518,3.0,94,"Bad Service, Slow Delivery"
REST-1730,Jayanagar,Continental,406,3.3,467,Bad Service
REST-1731,HSR Layout,Biryani,200,4.4,1536,Crowded
REST-1732,Koramangala,Healthy/Salad,1138,2.8,121,Bad Service
REST-1733,HSR Layout,Healthy/Salad,378,3.4,47,Bad Service
REST-1734,Koramangala,Biryani,781,3.7,104,Average Experience
REST-1735,Indiranagar,North Indian,624,4.2,75,Average Experience
REST-1736,Indiranagar,Continental,1132,3.7,57,Average Experience
REST-1737,Koramangala,Continental,839,3.3,116,Bad Service
REST-1738,Whitefield,Biryani,200,4.5,1097,"Crowded, Slow Delivery"
REST-1739,Whitefield,Biryani,238,3.3,159,"Bad Service, Slow Delivery"
REST-1740,Indiranagar,Chinese,988,3.3,16,Bad Service
REST-1741,Jayanagar,South Indian,409,3.2,25,Bad Service
REST-1742,Koramangala,North Indian,843,3.7,14,Average Experience
REST-1743,Koramangala,Healthy/Salad,681,4.3,2145,Crowded
REST-1744,HSR Layout,North Indian,616,3.6,33,Oily
REST-1745,Indiranagar,Continental,461,3.9,36,Average Experience
REST-1746,Whitefield,Biryani,485,4.0,22,Slow Delivery
REST-1747,Electronic City,South Indian,202,3.8,64,Average Experience
REST-1748,HSR Layout,Chinese,200,3.1,41,Bad Service
REST-1749,HSR Layout,North Indian,400,3.8,35,Oily
REST-1750,Indiranagar,Chinese,964,3.8,377,Average Experience
REST-1751,HSR Layout,Continental,285,3.3,41,Bad Service
REST-1752,Koramangala,Continental,754,3.6,31,Average Experience
REST-1753,Indiranagar,Healthy/Salad,774,4.1,1236,Crowded
REST-1754,Koramangala,Chinese,588,3.8,62,Average Experience
REST-1755,Electronic City,Biryani,380,3.9,29,Average Experience
REST-1756,HSR Layout,North Indian,607,3.2,29,"Bad Service, Oily, Searching for Healthy"
REST-1757,Indiranagar,Healthy/Salad,1079,4.0,6,Average Experience
REST-1758,Whitefield,North Indian,579,4.1,2834,"Crowded, Slow Delivery"
REST-1759,Indiranagar,Continental,825,4.3,4290,Crowded
REST-1760,Koramangala,Chinese,756,3.6,182,Average Experience
REST-1761,Indiranagar,Biryani,597,3.2,112,Bad Service
REST-1762,Koramangala,Continental,586,2.9,180,Bad Service
REST-1763,Whitefield,Chinese,603,4.0,166,Slow Delivery
REST-1764,HSR Layout,Biryani,330,4.4,683,"Crowded, Searching for Healthy"
REST-1765,Koramangala,Healthy/Salad,753,4.8,780,Crowded
REST-1766,HSR Layout,Chinese,304,4.3,1552,"Crowded, Searching for Healthy"
REST-1767,Indiranagar,Chinese,623,3.5,217,Average Experience
REST-1768,Indiranagar,Biryani,759,4.5,5,Average Experience
REST-1769,Electronic City,Healthy/Salad,433,4.6,768,Crowded
REST-1770,HSR Layout,South Indian,200,3.7,30,Average Experience
REST-1771,HSR Layout,North Indian,376,3.7,187,Oily
REST-1772,Koramangala,Healthy/Salad,1089,3.2,56,Bad Service
REST-1773,HSR Layout,Chinese,290,4.2,821,"Crowded, Searching for Healthy"
REST-1774,Koramangala,Continental,1172,3.1,19,Bad Service
REST-1775,HSR Layout,South Indian,577,4.2,1135,"Crowded, Searching for Healthy"
REST-1776,Indiranagar,Biryani,744,4.8,490,Average Experience
REST-1777,Koramangala,North Indian,1073,3.8,50,Average Experience
REST-1778,Jayanagar,North Indian,371,4.2,203,Average Experience
REST-1779,Koramangala,Chinese,834,3.3,131,Bad Service
REST-1780,Koramangala,Biryani,885,4.2,405,Average Experience
REST-1781,Koramangala,Biryani,796,3.8,106,Average Experience
REST-1782,HSR Layout,North Indian,786,4.9,760,"Crowded, Oily, Searching for Healthy"
REST-1783,Indiranagar,Continental,603,3.0,244,Bad Service
REST-1784,HSR Layout,Chinese,285,3.9,65,Average Experience
REST-1785,Indiranagar,Healthy/Salad,859,3.6,153,Average Experience
REST-1786,Whitefield,Healthy/Salad,441,3.7,201,Slow Delivery
REST-1787,Indiranagar,Chinese,974,3.6,79,Average Experience
REST-1788,Koramangala,Healthy/Salad,742,3.7,77,Average Experience
REST-1789,Koramangala,North Indian,870,3.6,164,Average Experience
REST-1790,Indiranagar,South Indian,462,3.3,137,Bad Service
REST-1791,HSR Layout,Chinese,200,4.0,77,Searching for Healthy
REST-1792,Koramangala,Continental,815,3.9,35,Average Experience
REST-1793,HSR Layout,Chinese,200,3.4,87,Bad Service
REST-1794,Jayanagar,Healthy/Salad,260,3.5,174,Average Experience
REST-1795,Indiranagar,Biryani,897,4.1,4673,Crowded
REST-1796,Koramangala,Chinese,675,4.0,229,Average Experience
REST-1797,Indiranagar,Healthy/Salad,716,3.8,204,Average Experience
REST-1798,Koramangala,Continental,736,3.3,201,Bad Service
REST-1799,HSR Layout,South Indian,562,4.4,148,Average Experience
REST-1800,Koramangala,Continental,927,3.6,169,Average Experience
REST-1801,Koramangala,South Indian,866,3.8,196,Average Experience
REST-1802,HSR Layout,South Indian,588,3.6,70,Average Experience
REST-1803,Jayanagar,South Indian,200,4.5,1840,Crowded
REST-1804,Indiranagar,Chinese,1134,4.0,78,Average Experience
REST-1805,Electronic City,South Indian,479,3.8,36,Average Experience
REST-1806,Indiranagar,Healthy/Salad,982,4.1,1682,Crowded
REST-1807,HSR Layout,Chinese,200,4.4,643,Crowded
REST-1808,Indiranagar,Chinese,904,3.4,6,Bad Service
REST-1809,Electronic City,South Indian,461,3.9,116,Average Experience
REST-1810,Indiranagar,Healthy/Salad,764,4.3,4412,Crowded
REST-1811,Jayanagar,North Indian,200,3.8,18,Average Experience
REST-1812,HSR Layout,Continental,347,3.7,198,Average Experience
REST-1813,Koramangala,Continental,499,4.6,4,Average Experience
REST-1814,Indiranagar,North Indian,722,3.4,17,Bad Service
REST-1815,Electronic City,South Indian,680,3.7,49,Average Experience
REST-1816,HSR Layout,Continental,417,4.2,1185,Crowded
REST-1817,Indiranagar,Continental,415,3.2,374,Bad Service
REST-1818,Indiranagar,Continental,645,3.7,70,Average Experience
REST-1819,Koramangala,Healthy/Salad,994,3.7,133,Average Experience
REST-1820,Jayanagar,South Indian,411,4.0,104,Average Experience
REST-1821,Indiranagar,Biryani,531,4.5,508,Crowded
REST-1822,Indiranagar,Continental,674,3.6,172,Average Experience
REST-1823,Koramangala,Continental,616,4.3,308,Average Experience
REST-1824,Koramangala,Continental,594,4.0,26,Average Experience
REST-1825,Electronic City,North Indian,604,3.5,575,Crowded
REST-1826,Indiranagar,Chinese,792,3.6,71,Average Experience
REST-1827,Indiranagar,North Indian,658,3.3,37,Bad Service
REST-1828,Whitefield,Biryani,200,4.1,74,Slow Delivery
REST-1829,Indiranagar,Biryani,822,4.0,56,Average Experience
REST-1830,Koramangala,Biryani,678,3.7,7,Average Experience
REST-1831,Whitefield,Biryani,311,3.3,88,"Bad Service, Slow Delivery"
REST-1832,Koramangala,Healthy/Salad,1065,3.3,20,Bad Service
REST-1833,Whitefield,South Indian,318,4.0,279,Slow Delivery
REST-1834,Indiranagar,Healthy/Salad,709,4.6,442,Average Experience
REST-1835,Indiranagar,North Indian,649,3.7,7,Average Experience
REST-1836,Jayanagar,Healthy/Salad,203,4.1,141,Average Experience
REST-1837,Electronic City,Healthy/Salad,663,3.9,6,Average Experience
REST-1838,Koramangala,Biryani,1038,4.3,149,Average Experience
REST-1839,Electronic City,Chinese,200,3.3,114,Bad Service
REST-1840,HSR Layout,North Indian,237,4.4,431,"Oily, Searching for Healthy"
REST-1841,Jayanagar,Biryani,513,3.8,173,Average Experience
